Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Owned By,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status
4508990,Home Page,home page,,,,epic,,,"Feb 4, 2020",,,,Création de la page d'accueil,https://www.pivotaltracker.com/epic/show/4508990,,,,,,,,,,,,,,,
4509003,Skillz,skillz,,,,epic,,,"Feb 4, 2020",,,,"Création de la page ""Compétences""",https://www.pivotaltracker.com/epic/show/4509003,,,,,,,,,,,,,,,
4509007,Portfolio,portfolio,,,,epic,,,"Feb 4, 2020",,,,"Création de la page ""Portfolio""",https://www.pivotaltracker.com/epic/show/4509007,,,,,,,,,,,,,,,
4509011,Projet,projet,,,,epic,,,"Feb 4, 2020",,,,"Création de la page ""Projet""",https://www.pivotaltracker.com/epic/show/4509011,,,,,,,,,,,,,,,
4509189,Database,database,,,,epic,,,"Feb 4, 2020",,,,Créer une base de données,https://www.pivotaltracker.com/epic/show/4509189,,,,,,,,,,,,,,,
4509347,Interface Gestion Projet,igp,,,,epic,,,"Feb 4, 2020",,,,Création d'une interface de gestion des projets,https://www.pivotaltracker.com/epic/show/4509347,,,,,,,,,,,,,,,
4509350,Interface Gestion Client,igc,,,,epic,,,"Feb 4, 2020",,,,Interface de gestion des clients,https://www.pivotaltracker.com/epic/show/4509350,,,,,,,,,,,,,,,
171076321,index.html,"database, home page",,,,feature,1,unscheduled,"Feb 4, 2020",,,David Simba,,https://www.pivotaltracker.com/story/show/171076321,,créer un layout,not completed,Créer un menu,not completed,créer un formulaire de contact,not completed,insérer video pour animer élèments de page,not completed
171078479,index.css,home page,,,,feature,1,unscheduled,"Feb 4, 2020",,,David Simba,,https://www.pivotaltracker.com/story/show/171078479,,attribuer du style aux éléments de page,not completed,créer media queries (laptop/tablet/phone) - responsive design,not completed
171078055,index.js,home page,,,,feature,2,unscheduled,"Feb 4, 2020",,,David Simba,,https://www.pivotaltracker.com/story/show/171078055,,mettre en place un loader event,not completed,créer un toggle pour biographie + formulaire contact,not completed,créer animation video à l'ouverture de page + toute les 15 secondes,not completed
171078414,index.html,"database, skillz",,,,feature,1,unscheduled,"Feb 4, 2020",,,David Simba,,https://www.pivotaltracker.com/story/show/171078414,,créer un layout,not completed,Créer un menu,not completed,créer un formulaire de contact,not completed,insérer video pour animer élèments de page,not completed,créer un slide affichant le logo et l'intitulé des skillz + mon niveau de maîtrise,not completed,créer une div pour chaque facette du Rubix Skillz,not completed
171077998,index.css,skillz,,,,feature,1,unscheduled,"Feb 4, 2020",,,David Simba,,https://www.pivotaltracker.com/story/show/171077998,,attribuer du style aux éléments de page,not completed,créer media queries (laptop/tablet/phone) - responsive design,not completed
171079010,index.js,skillz,,,,feature,3,unscheduled,"Feb 4, 2020",,,David Simba,,https://www.pivotaltracker.com/story/show/171079010,,créer un loader event,not completed,créer un toggle pour le formulaire de contact + hamburger menu,not completed,créer animation video à ouverture page + toutes les 15 secondes,not completed,"créer une class pour créer des objets ""skillz""",not completed,"créer un objet pour chaque skillz avec pour arguments son logo, son intitulé et mon niveau de maîtrise",not completed,"créer un array contenant tous les objets ""skillz""",not completed,créer une boucle For permettant de de faire apparaître la slide avec les données concernant le logo de la facette du Rubix Skillz sur lequel se trouve le curseur de la souris,not completed
171079054,index.html,"database, projet",,,,feature,1,unscheduled,"Feb 4, 2020",,,David Simba,,https://www.pivotaltracker.com/story/show/171079054,,créer un layout,not completed,Créer un menu,not completed,créer un formulaire de contact,not completed,insérer video pour animer élèments de page,not completed
171079120,index.css,projet,,,,feature,1,unscheduled,"Feb 4, 2020",,,David Simba,,https://www.pivotaltracker.com/story/show/171079120,,attribuer du style aux éléments de page,not completed,créer media queries (laptop/tablet/phone) - responsive design,not completed
171079276,index.js,projet,,,,feature,1,unscheduled,"Feb 4, 2020",,,David Simba,,https://www.pivotaltracker.com/story/show/171079276,,mettre en place un loader event,not completed,créer un toggle pour Mindset + Passion + Motto + formulaire contact,not completed,créer animation video à l'ouverture de page + toute les 15 secondes,not completed
171080078,index.html,"database, portfolio",,,,feature,1,unscheduled,"Feb 4, 2020",,,David Simba,,https://www.pivotaltracker.com/story/show/171080078,,créer un layout,not completed,Créer un menu,not completed,créer un formulaire de contact,not completed,insérer video pour animer élèments de page,not completed,créer bouton sur la tv ,not completed
171080098,index.css,portfolio,,,,feature,1,unscheduled,"Feb 4, 2020",,,David Simba,,https://www.pivotaltracker.com/story/show/171080098,,attribuer du style aux éléments de page,not completed,créer media queries (laptop/tablet/phone) - responsive design,not completed
171080254,index.js,portfolio,,,,feature,2,unscheduled,"Feb 4, 2020",,,David Simba,,https://www.pivotaltracker.com/story/show/171080254,,mettre en place un loader event,not completed,créer un toggle pour formulaire contact + hamburger,not completed,créer animation video à l'ouverture de page + toute les 15 secondes,not completed,créer fonction pour faire apparaître projet sur tv en appuyant sur boutton,not completed
171080983,Base de données,database,,,,feature,1,unscheduled,"Feb 4, 2020",,,David Simba,,https://www.pivotaltracker.com/story/show/171080983,,créer une base de données dans phpmyadmin,not completed,"créer une table ""contact"" avec des libellés correspondant à ceux du formulaire de contact",not completed
171081122,connection bdd,database,,,,feature,1,unscheduled,"Feb 4, 2020",,,David Simba,,https://www.pivotaltracker.com/story/show/171081122,,créer un fichier php contenant le PDO permettant la connection entre le front et le back,not completed,créer requête SQL permettant de récupérer les données entrées dans formulaire,not completed,placer un include dirigeant vers la page de connection à la bdd dans chaque index.html,not completed
171082167,index.html,"database, igc",,,,feature,1,unscheduled,"Feb 4, 2020",,,David Simba,,https://www.pivotaltracker.com/story/show/171082167,,créer un layout,not completed,créer un formulaire récupérant les données clients,not completed
171082441,index.css,igc,,,,feature,1,unscheduled,"Feb 4, 2020",,,David Simba,,https://www.pivotaltracker.com/story/show/171082441,,attribuer du style aux éléments de page,not completed,créer media queries (laptop/tablet/phone) - responsive design,not completed
171082293,base de données,"database, igc",,,,feature,1,unscheduled,"Feb 4, 2020",,,David Simba,,https://www.pivotaltracker.com/story/show/171082293,,"créer une table ""client"" avec les libellés des input du formulaire dans l'index.html",not completed,ajouter un include dirigeant vers la page de connexion  dans page index.html,not completed,"créer requête SQL permettant de récupérer les données du formulaire ""client""",not completed
171082352,index.html,"database, igp",,,,feature,1,unscheduled,"Feb 4, 2020",,,David Simba,,https://www.pivotaltracker.com/story/show/171082352,,créer un layout,not completed,créer un formulaire récupérant les données projet,not completed
171082439,index.css,igp,,,,feature,1,unscheduled,"Feb 4, 2020",,,David Simba,,https://www.pivotaltracker.com/story/show/171082439,,attribuer du style aux éléments de page,not completed,créer media queries (laptop/tablet/phone) - responsive design,not completed
171082384,base de données,"database, igp",,,,feature,1,unscheduled,"Feb 4, 2020",,,David Simba,,https://www.pivotaltracker.com/story/show/171082384,,"créer une table ""projet"" avec les libellés des input du formulaire dans l'index.html",not completed,ajouter un include dirigeant vers la page de connexion  dans page index.html,not completed,"créer requête SQL permettant de récupérer les données du formulaire ""client""",not completed
